veh.pt_type.ConventionalVehicle.fc.history.i,veh.pt_type.ConventionalVehicle.fc.history.pwr_out_max_watts,veh.pt_type.ConventionalVehicle.fc.history.pwr_prop_max_watts,veh.pt_type.ConventionalVehicle.fc.history.eff,veh.pt_type.ConventionalVehicle.fc.history.pwr_propulsion_watts,veh.pt_type.ConventionalVehicle.fc.history.energy_propulsion_joules,veh.pt_type.ConventionalVehicle.fc.history.pwr_aux_watts,veh.pt_type.ConventionalVehicle.fc.history.energy_aux_joules,veh.pt_type.ConventionalVehicle.fc.history.pwr_fuel_watts,veh.pt_type.ConventionalVehicle.fc.history.energy_fuel_joules,veh.pt_type.ConventionalVehicle.fc.history.pwr_loss_watts,veh.pt_type.ConventionalVehicle.fc.history.energy_loss_joules,veh.pt_type.ConventionalVehicle.fc.history.fc_on,veh.pt_type.ConventionalVehicle.fc.history.time_on_seconds,veh.pt_type.ConventionalVehicle.transmission.history.i,veh.pt_type.ConventionalVehicle.transmission.history.eff,veh.pt_type.ConventionalVehicle.transmission.history.pwr_out_watts,veh.pt_type.ConventionalVehicle.transmission.history.pwr_in_watts,veh.pt_type.ConventionalVehicle.transmission.history.pwr_loss_watts,veh.pt_type.ConventionalVehicle.transmission.history.energy_out_joules,veh.pt_type.ConventionalVehicle.transmission.history.energy_loss_joules,veh.history.i,veh.history.pwr_prop_fwd_max_watts,veh.history.pwr_prop_bwd_max_watts,veh.history.pwr_tractive_watts,veh.history.pwr_tractive_for_cyc_watts,veh.history.energy_tractive_joules,veh.history.pwr_aux_watts,veh.history.energy_aux_joules,veh.history.pwr_drag_watts,veh.history.energy_drag_joules,veh.history.pwr_accel_watts,veh.history.energy_accel_joules,veh.history.pwr_ascent_watts,veh.history.energy_ascent_joules,veh.history.pwr_rr_watts,veh.history.energy_rr_joules,veh.history.pwr_whl_inertia_watts,veh.history.energy_whl_inertia_joules,veh.history.pwr_brake_watts,veh.history.energy_brake_joules,veh.history.cyc_met,veh.history.cyc_met_overall,veh.history.speed_ach_meters_per_second,veh.history.dist_meters,veh.history.grade_curr,veh.history.air_density_kilograms_per_cubic_meter,veh.history.mass_kilograms,cyc.time_seconds,cyc.speed_meters_per_second,cyc.dist_meters,cyc.grade,cyc.elev_meters,cyc.pwr_max_chrg_watts
1070,30411.930741448923,29711.930741448923,0.265,7052.377465649448,5242846.1879439335,700.0,749000.0,29254.254587356405,22246298.77160419,22201.87712170696,17003452.583660394,true,1070.0,1070,0.875,6170.830282443267,7052.377465649448,881.5471832061812,0.0,0.0,1070,29711.930741448923,0.0,6170.830282443267,6170.830282443267,2525301.4659561184,700.0,749000.0,990.9663630803167,1234343.7609386253,3693.575235512339,131590.1908408653,0.0,0.0,1416.9601823752832,1156897.562934771,69.32850147532703,2469.9512418579448,-6170.830282443267,-4587490.414450945,true,true,12.65143726,10262.774375179959,0.0,1.2,1644.2724500334996,1070.0,12.65143726,10262.774375179959,0.0,121.92,0.0
1071,29502.37746564945,28802.37746564945,0.12,0.0,5242846.1879439335,700.0,749700.0,5833.333333333334,22252132.104937524,5833.333333333334,17009285.916993726,true,1071.0,1071,0.875,0.0,0.0,0.0,0.0,0.0,1071,28802.37746564945,0.0,-411.45247607713225,-411.45247607713225,2524890.013480041,700.0,749700.0,996.2656366193099,1235340.0265752447,-2775.1106779563092,128815.080162909,0.0,0.0,1419.4814635395317,1158317.0443983106,-52.088898279664605,2417.86234357828,-0.0,-4587490.414450945,true,true,12.51732308,10275.291698259958,0.0,1.2,1644.2724500334996,1071.0,12.51732308,10275.291698259958,0.0,121.92,0.0
1072,22450.0,21750.0,0.12,0.0,5242846.1879439335,700.0,750400.0,5833.333333333334,22257965.438270856,5833.333333333334,17015119.250327058,true,1072.0,1072,0.875,0.0,0.0,0.0,0.0,0.0,1072,21750.0,0.0,-2291.3357569337436,-2291.3357569337436,2522598.6777231074,700.0,750400.0,954.3966696933267,1236294.423244938,-4559.462412144059,124255.61775076494,0.0,0.0,1399.311211405617,1159716.3556097161,-85.58122588862797,2332.281117689652,-0.0,-4587490.414450945,true,true,12.29379945,10287.585497709959,0.0,1.2,1644.2724500334996,1072.0,12.29379945,10287.585497709959,0.0,121.92,0.0
1073,22450.0,21750.0,0.12,0.0,5242846.1879439335,700.0,751100.0,5833.333333333334,22263798.771604188,5833.333333333334,17020952.58366039,true,1073.0,1073,0.875,0.0,0.0,0.0,0.0,0.0,1073,21750.0,0.0,-2283.518947826771,-2283.518947826771,2520315.1587752807,700.0,751100.0,903.7316097553422,1237198.1548546935,-4477.30973645687,119778.30801430807,0.0,0.0,1374.0983969432057,1161090.4540066593,-84.03921806844889,2248.241899621203,-0.0,-4587490.414450945,true,true,12.07027583,10299.655773539958,0.0,1.2,1644.2724500334996,1073.0,12.07027583,10299.655773539958,0.0,121.92,0.0
1074,22450.0,21750.0,0.1816,2560.660287304425,5245406.848231238,700.0,751800.0,17955.177793526567,22281753.949397713,15394.517506222142,17036347.101166613,true,1074.0,1074,0.875,2240.5777513913717,2560.660287304425,320.0825359130531,0.0,0.0,1074,21750.0,0.0,2240.5777513913717,2240.5777513913717,2522555.7365266723,700.0,751800.0,879.0857613973797,1238077.2406160908,0.0,119778.30801430807,0.0,0.0,1361.4919899939923,1162451.9459966533,0.0,2248.241899621203,-2240.5777513913717,-4589730.992202337,true,true,12.07027583,10311.726049369958,0.0,1.2,1644.2724500334996,1074.0,12.07027583,10311.726049369958,0.0,121.92,0.0
1075,25010.660287304425,24310.660287304425,0.12,0.0,5245406.848231238,700.0,752500.0,5833.333333333334,22287587.282731045,5833.333333333334,17042180.434499945,true,1075.0,1075,0.875,0.0,0.0,0.0,0.0,0.0,1075,24310.660287304425,0.0,-4056.0986988488994,-4056.0986988488994,2518499.6378278234,700.0,752500.0,845.340338213632,1238922.5809543044,-6130.217713648287,113648.09030065978,0.0,0.0,1343.8430195883116,1163795.7890162417,-115.06434300255579,2133.1775566186475,-0.0,-4589730.992202337,true,true,11.75734275,10323.483392119957,0.0,1.2,1644.2724500334996,1075.0,11.75734275,10323.483392119957,0.0,121.92,0.0
1076,22450.0,21750.0,0.12,0.0,5245406.848231238,700.0,753200.0,5833.333333333334,22293420.616064377,5833.333333333334,17048013.767833278,true,1076.0,1076,0.875,0.0,0.0,0.0,0.0,0.0,1076,21750.0,0.0,-13293.35311354923,-13293.35311354923,2505206.284714274,700.0,753200.0,731.882062313715,1239654.463016618,-15024.04446088687,98624.04583977291,0.0,0.0,1280.8109831502898,1165076.599999392,-282.0016981263647,1851.1758584922827,-0.0,-4589730.992202337,true,true,10.9526577,10334.436049819957,0.0,1.2,1644.2724500334996,1076.0,10.9526577,10334.436049819957,0.0,121.92,0.0
1077,22450.0,21750.0,0.12,0.0,5245406.848231238,700.0,753900.0,5833.333333333334,22299253.94939771,5833.333333333334,17053847.10116661,true,1077.0,1077,0.875,0.0,0.0,0.0,0.0,0.0,1077,21750.0,0.0,-13969.939539164492,-13969.939539164492,2491236.34517511,700.0,753900.0,579.6202371031669,1240234.0832537212,-15444.66530184629,83179.38053792663,0.0,0.0,1185.0022876291403,1166261.602287021,-289.8967620505099,1561.2790964417727,-0.0,-4589730.992202337,true,true,10.05856319,10344.494613009956,0.0,1.2,1644.2724500334996,1077.0,10.05856319,10344.494613009956,0.0,121.92,0.0
1078,22450.0,21750.0,0.12,0.0,5245406.848231238,700.0,754600.0,5833.333333333334,22305087.28273104,5833.333333333334,17059680.43449994,true,1078.0,1078,0.875,0.0,0.0,0.0,0.0,0.0,1078,21750.0,0.0,-5780.187347995165,-5780.187347995165,2485456.1578271147,700.0,754600.0,475.5629315931348,1240709.6461853143,-7229.417767027643,75949.96277089899,0.0,0.0,1109.3638435087248,1167370.9661305298,-135.69635606938056,1425.5827403723922,-0.0,-4589730.992202337,true,true,9.611515937,10354.106128946956,0.0,1.2,1644.2724500334996,1078.0,9.611515937,10354.106128946956,0.0,121.92,0.0
1079,22450.0,21750.0,0.12,0.0,5245406.848231238,700.0,755300.0,5833.333333333334,22310920.616064373,5833.333333333334,17065513.767833274,true,1079.0,1079,0.875,0.0,0.0,0.0,0.0,0.0,1079,21750.0,0.0,-4864.3301608941065,-4864.3301608941065,2480591.8276662207,700.0,755300.0,416.5779262169679,1241126.2241115312,-6225.514516435229,69724.44825446376,0.0,0.0,1061.4594957481497,1168432.425626278,-116.85306642399509,1308.729673948397,-0.0,-4589730.992202337,true,true,9.20917341,10363.315302356956,0.0,1.2,1644.2724500334996,1079.0,9.20917341,10363.315302356956,0.0,121.92,0.0
1080,22450.0,21750.0,0.12,0.0,5245406.848231238,700.0,756000.0,5833.333333333334,22316753.949397705,5833.333333333334,17071347.101166606,true,1080.0,1080,0.875,0.0,0.0,0.0,0.0,0.0,1080,21750.0,0.0,-15504.862133754277,-15504.862133754277,2465086.9655324663,700.0,756000.0,321.0789840964187,1241447.3030956276,-16489.644710190758,53234.803544273,0.0,0.0,973.214644565724,1169405.6402708436,-309.5110522256618,999.2186217227352,-0.0,-4589730.992202337,true,true,8.046850552,10371.362152908956,0.0,1.2,1644.2724500334996,1080.0,8.046850552,10371.362152908956,0.0,121.92,0.0
1081,22450.0,21750.0,0.12,0.0,5245406.848231238,700.0,756700.0,5833.333333333334,22322587.282731038,5833.333333333334,17077180.434499938,true,1081.0,1081,0.875,0.0,0.0,0.0,0.0,0.0,1081,21750.0,0.0,-15538.855782314413,-15538.855782314413,2449548.109750152,700.0,756700.0,200.62811175565412,1241647.9312073833,-16266.189975536578,36968.61356873643,0.0,0.0,832.022882617444,1170237.6631534612,-305.31680115093235,693.9018205718028,-0.0,-4589730.992202337,true,true,6.705708793,10378.067861701957,0.0,1.2,1644.2724500334996,1081.0,6.705708793,10378.067861701957,0.0,121.92,0.0
1082,22450.0,21750.0,0.12,0.0,5245406.848231238,700.0,757400.0,5833.333333333334,22328420.61606437,5833.333333333334,17083013.76783327,true,1082.0,1082,0.875,0.0,0.0,0.0,0.0,0.0,1082,21750.0,0.0,-11536.340768831098,-11536.340768831098,2438011.768981321,700.0,757400.0,113.5894266108365,1241761.5206339941,-12110.917798427517,24857.695770308914,0.0,0.0,688.3098392793212,1170925.9729927406,-227.32223629373965,466.5795842780631,-0.0,-4589730.992202337,true,true,5.498681211,10383.566542912957,0.0,1.2,1644.2724500334996,1082.0,5.498681211,10383.566542912957,0.0,121.92,0.0
1083,22450.0,21750.0,0.12,0.0,5245406.848231238,700.0,758100.0,5833.333333333334,22334253.9493977,5833.333333333334,17088847.101166602,true,1083.0,1083,0.875,0.0,0.0,0.0,0.0,0.0,1083,21750.0,0.0,-4038.770529685215,-4038.770529685215,2433972.9984516357,700.0,758100.0,71.53153396487185,1241833.052167959,-4613.682978600243,20244.012791708672,0.0,0.0,589.979862255532,1171515.952854996,-86.59894730537631,379.9806369726868,-0.0,-4589730.992202337,true,true,4.962224507,10388.528767419957,0.0,1.2,1644.2724500334996,1083.0,4.962224507,10388.528767419957,0.0,121.92,0.0
1084,22450.0,21750.0,0.12,0.0,5245406.848231238,700.0,758800.0,5833.333333333334,22340087.282731034,5833.333333333334,17094680.434499934,true,1084.0,1084,0.875,0.0,0.0,0.0,0.0,0.0,1084,21750.0,0.0,-1212.0055842993684,-1212.0055842993684,2432760.992867336,700.0,758800.0,57.04652149190129,1241890.0986894509,-1782.7086954488248,18461.304096259846,0.0,0.0,547.1180773874396,1172063.0709323834,-33.4614877298845,346.5191492428023,-0.0,-4589730.992202337,true,true,4.738700881,10393.267468300957,0.0,1.2,1644.2724500334996,1084.0,4.738700881,10393.267468300957,0.0,121.92,0.0
1085,22450.0,21750.0,0.12,0.0,5245406.848231238,700.0,759500.0,5833.333333333334,22345920.616064366,5833.333333333334,17100513.767833266,true,1085.0,1085,0.875,0.0,0.0,0.0,0.0,0.0,1085,21750.0,0.0,-1500.7399591445437,-1500.7399591445437,2431260.2529081916,700.0,759500.0,48.803573970937215,1241938.9022634218,-2030.8091743712848,16430.49492188856,0.0,0.0,519.3839813095913,1172582.454913693,-38.11834005378715,308.40080918901515,-0.0,-4589730.992202337,true,true,4.470472529,10397.737940829957,0.0,1.2,1644.2724500334996,1085.0,4.470472529,10397.737940829957,0.0,121.92,0.0
1086,22450.0,21750.0,0.12,0.0,5245406.848231238,700.0,760200.0,5833.333333333334,22351753.949397698,5833.333333333334,17106347.1011666,true,1086.0,1086,0.875,0.0,0.0,0.0,0.0,0.0,1086,21750.0,0.0,-1098.9968888899748,-1098.9968888899748,2430161.2560193017,700.0,760200.0,41.395563627581424,1241980.2978270494,-1601.9732587248811,14828.521663163678,0.0,0.0,491.6498851753443,1173074.1047988683,-30.069078968019408,278.3317302209957,-0.0,-4589730.992202337,true,true,4.246948902,10401.984889731957,0.0,1.2,1644.2724500334996,1086.0,4.246948902,10401.984889731957,0.0,121.92,0.0
1087,22450.0,21750.0,0.12,0.0,5245406.848231238,700.0,760900.0,5833.333333333334,22357587.28273103,5833.333333333334,17112180.43449993,true,1087.0,1087,0.875,0.0,0.0,0.0,0.0,0.0,1087,21750.0,0.0,-740.4911490951939,-740.4911490951939,2429420.7648702064,700.0,760900.0,35.924340051909624,1242016.2221671012,-1222.4288209565434,13606.092842207134,0.0,0.0,468.9583519899782,1173543.0631508583,-22.945020180538386,255.38671004045733,-0.0,-4589730.992202337,true,true,4.068130001,10406.053019732957,0.0,1.2,1644.2724500334996,1087.0,4.068130001,10406.053019732957,0.0,121.92,0.0
1088,22450.0,21750.0,0.12,0.0,5245406.848231238,700.0,761600.0,5833.333333333334,22363420.616064362,5833.333333333334,17118013.767833263,true,1088.0,1088,0.875,0.0,0.0,0.0,0.0,0.0,1088,21750.0,0.0,-711.5358196393391,-711.5358196393391,2428709.229050567,700.0,761600.0,31.485454946900422,1242047.7076220482,-1169.8512373005917,12436.241604906541,0.0,0.0,448.7881003072519,1173991.8512511656,-21.95813759289969,233.42857244755766,-0.0,-4589730.992202337,true,true,3.8893111,10409.942330832957,0.0,1.2,1644.2724500334996,1088.0,3.8893111,10409.942330832957,0.0,121.92,0.0
1089,22450.0,21750.0,0.124,200.57693394936751,5245607.425165188,700.0,762300.0,7262.717209269093,22370683.33327363,7062.140275319725,17125075.90810858,true,1089.0,1089,0.875,175.50481720569658,200.57693394936751,25.072116743670932,0.0,0.0,1089,21750.0,0.0,175.50481720569658,175.50481720569658,2428884.7338677724,700.0,762300.0,28.906018448799813,1242076.613640497,-284.2475602985086,12151.994044608033,0.0,0.0,436.1816930196476,1174428.0329441852,-5.335333964242216,228.09323848331545,-175.50481720569658,-4589906.497019542,true,true,3.844606375,10413.786937207957,0.0,1.2,1644.2724500334996,1089.0,3.844606375,10413.786937207957,0.0,121.92,0.0
1090,22650.576933949367,21950.576933949367,0.15600000000000003,1200.7162560196114,5246808.141421207,700.0,763000.0,12184.078564228275,22382867.411837857,10983.362308208663,17136059.27041679,true,1090.0,1090,0.875,1050.6267240171599,1200.7162560196114,150.0895320024515,0.0,0.0,1090,21950.576933949367,0.0,1050.6267240171599,1050.6267240171599,2429935.3605917897,700.0,763000.0,29.410181922987757,1242106.02382242,571.7812195387614,12723.775264146794,0.0,0.0,438.7029744658887,1174866.735918651,10.732348089522032,238.82558657283747,-1050.6267240171599,-4590957.123743559,true,true,3.934015825,10417.720953032956,0.0,1.2,1644.2724500334996,1090.0,3.934015825,10417.720953032956,0.0,121.92,0.0
1091,23650.716256019612,22950.716256019612,0.15600000000000003,1229.9179954666836,5248038.059416674,700.0,763700.0,12371.269201709509,22395238.681039568,11141.351206242825,17147200.62162303,true,1091.0,1091,0.875,1076.1782460333482,1229.9179954666836,153.73974943333542,0.0,0.0,1091,22950.716256019612,0.0,1076.1782460333482,1076.1782460333482,2431011.538837823,700.0,763700.0,31.485454946900422,1242137.509277367,584.9256219213482,13308.700886068142,0.0,0.0,448.7881003072519,1175315.5240189584,10.979068857847556,249.80465543068502,-1076.1782460333482,-4592033.301989593,true,true,4.023425276,10421.744378308957,0.0,1.2,1644.2724500334996,1091.0,4.023425276,10421.744378308957,0.0,121.92,0.0
1092,23679.917995466683,22979.917995466683,0.12,0.0,5248038.059416674,700.0,764400.0,5833.333333333334,22401072.0143729,5833.333333333334,17153033.954956364,true,1092.0,1092,0.875,0.0,0.0,0.0,0.0,0.0,1092,22979.917995466683,0.0,-411.6107684505286,-411.6107684505286,2430599.9280693727,700.0,764400.0,30.95777683318901,1242168.4670542001,-872.459281161601,12436.241604906541,0.0,0.0,446.26681886101073,1175761.7908378195,-16.37608298312737,233.42857244755766,-0.0,-4592033.301989593,true,true,3.8893111,10425.633689408956,0.0,1.2,1644.2724500334996,1092.0,3.8893111,10425.633689408956,0.0,121.92,0.0
1093,22450.0,21750.0,0.124,200.57693394936751,5248238.636350623,700.0,765100.0,7262.717209269093,22408334.73158217,7062.140275319725,17160096.095231682,true,1093.0,1093,0.875,175.50481720569658,200.57693394936751,25.072116743670932,0.0,0.0,1093,21750.0,0.0,175.50481720569658,175.50481720569658,2430775.432886578,700.0,765100.0,28.906018448799813,1242197.373072649,-284.2475602985086,12151.994044608033,0.0,0.0,436.1816930196476,1176197.972530839,-5.335333964242216,228.09323848331545,-175.50481720569658,-4592208.806806798,true,true,3.844606375,10429.478295783956,0.0,1.2,1644.2724500334996,1093.0,3.844606375,10429.478295783956,0.0,121.92,0.0
1094,22650.576933949367,21950.576933949367,0.12,0.0,5248238.636350623,700.0,765800.0,5833.333333333334,22414168.0649155,5833.333333333334,17165929.428565014,true,1094.0,1094,0.875,0.0,0.0,0.0,0.0,0.0,1094,21950.576933949367,0.0,-1223.1240376084793,-1223.1240376084793,2429552.3088489696,700.0,765800.0,25.537256008296144,1242222.9103286571,-1636.4772957755172,10515.516748832515,0.0,0.0,418.53272278316234,1176616.5052536223,-30.716720624420702,197.37651785889474,-0.0,-4592208.806806798,true,true,3.576378023,10433.054673806957,0.0,1.2,1644.2724500334996,1094.0,3.576378023,10433.054673806957,0.0,121.92,0.0
1095,22450.0,21750.0,0.12,0.0,5248238.636350623,700.0,766500.0,5833.333333333334,22420001.398248833,5833.333333333334,17171762.761898346,true,1095.0,1095,0.875,0.0,0.0,0.0,0.0,0.0,1095,21750.0,0.0,-2113.800281946441,-2113.800281946441,2427438.508567023,700.0,766500.0,18.84185872833721,1242241.7521873855,-2464.5742386508387,8050.942510181676,0.0,0.0,378.1922193613111,1176994.6974729835,-46.260121385250685,151.11639647364404,-0.0,-4592208.806806798,true,true,3.12933077,10436.184004576957,0.0,1.2,1644.2724500334996,1095.0,3.12933077,10436.184004576957,0.0,121.92,0.0
1096,22450.0,21750.0,0.12,0.0,5248238.636350623,700.0,767200.0,5833.333333333334,22425834.731582165,5833.333333333334,17177596.09523168,true,1096.0,1096,0.875,0.0,0.0,0.0,0.0,0.0,1096,21750.0,0.0,-3705.134168624958,-3705.134168624958,2423733.374398398,700.0,767200.0,9.647031666750706,1242251.3992190522,-3943.3187815473157,4107.62372863436,0.0,0.0,302.55377546648947,1177297.25124845,-74.01619421088212,77.10020226276193,-0.0,-4592208.806806798,true,true,2.235236264,10438.419240840956,0.0,1.2,1644.2724500334996,1096.0,2.235236264,10438.419240840956,0.0,121.92,0.0
1097,22450.0,21750.0,0.12,0.0,5248238.636350623,700.0,767900.0,5833.333333333334,22431668.064915497,5833.333333333334,17183429.42856501,true,1097.0,1097,0.875,0.0,0.0,0.0,0.0,0.0,1097,21750.0,0.0,-995.6775916739497,-995.6775916739497,2422737.696806724,700.0,767900.0,4.34723830680178,1242255.746457359,-1209.284424969051,2898.339303665309,0.0,0.0,231.95789452054868,1177529.2091429706,-22.69829953224901,54.401902730512916,-0.0,-4592208.806806798,true,true,1.877598462,10440.296839302957,0.0,1.2,1644.2724500334996,1097.0,1.877598462,10440.296839302957,0.0,121.92,0.0
1098,22450.0,21750.0,0.12,0.0,5248238.636350623,700.0,768600.0,5833.333333333334,22437501.39824883,5833.333333333334,17189262.761898343,true,1098.0,1098,0.875,0.0,0.0,0.0,0.0,0.0,1098,21750.0,0.0,-1647.9893121399514,-1647.9893121399514,2421089.7074945844,700.0,768600.0,1.7554024671498791,1242257.5018598263,-1787.6378460666385,1110.7014575986707,0.0,0.0,171.44713947236963,1177700.656282443,-33.554008012832455,20.84789471768046,-0.0,-4592208.806806798,true,true,1.162322858,10441.459162160956,0.0,1.2,1644.2724500334996,1098.0,1.162322858,10441.459162160956,0.0,121.92,0.0
1099,22450.0,21750.0,0.12,0.0,5248238.636350623,700.0,769300.0,5833.333333333334,22443334.73158216,5833.333333333334,17195096.095231675,true,1099.0,1099,0.875,0.0,0.0,0.0,0.0,0.0,1099,21750.0,0.0,-873.1337923903756,-873.1337923903756,2420216.573702194,700.0,769300.0,0.26046985539069906,1242257.7623296815,-946.396508306423,164.30494929224767,0.0,0.0,90.76613268506568,1177791.4224151282,-17.763886624408947,3.084008093271514,-0.0,-4592208.806806798,true,true,0.447047253,10441.906209413955,0.0,1.2,1644.2724500334996,1099.0,0.447047253,10441.906209413955,0.0,121.92,0.0
1100,22450.0,21750.0,0.12,0.0,5248238.636350623,700.0,770000.0,5833.333333333334,22449168.064915493,5833.333333333334,17200929.428565007,true,1100.0,1100,0.875,0.0,0.0,0.0,0.0,0.0,1100,21750.0,0.0,-142.17055998109484,-142.17055998109484,2420074.403142213,700.0,770000.0,0.005582772961539599,1242257.7679124544,-164.30494929239373,-1.460591647628462e-10,0.0,0.0,25.212814631607213,1177816.6352297598,-3.084008093269858,1.6560086635308835e-12,-0.0,-4592208.806806798,true,true,0.0,10441.906209413955,0.0,1.2,1644.2724500334996,1100.0,0.0,10441.906209413955,0.0,121.92,0.0
1101,22450.0,21750.0,0.12,4.794487520462516,5248243.430838143,700.0,770700.0,5873.287396003855,22455041.352311496,5868.492908483393,17206797.921473492,true,1101.0,1101,0.875,4.195176580404701,4.794487520462516,0.5993109400578147,0.0,0.0,1101,21750.0,0.0,4.195176580404701,4.195176580404701,2420078.5983187933,700.0,770700.0,5.582772849146656e-6,1242257.7679180373,1.643049470871913,1.6430494707258538,0.0,0.0,2.521281446241158,1177819.1565112062,0.030840080518781524,0.030840080520437532,-4.195176580404701,-4592213.001983378,true,true,0.044704725,10441.950914138955,0.0,1.2,1644.2724500334996,1101.0,0.044704725,10441.950914138955,0.0,121.92,0.0
1102,22454.794487520463,21754.794487520463,0.124,87.12802322848131,5248330.558861372,700.0,771400.0,6347.806638939365,22461389.158950437,6260.678615710884,17213058.600089204,true,1102.0,1102,0.875,76.23702032492115,87.12802322848131,10.891002903560164,0.0,0.0,1102,21754.794487520463,0.0,76.23702032492115,76.23702032492115,2420154.8353391183,700.0,771400.0,0.0019148911239723313,1242257.7698329284,57.50673236259794,59.14978183332379,0.0,0.0,17.648970236485194,1177836.8054814427,1.0794028347140356,1.1102429152344733,-76.23702032492115,-4592289.239003703,true,true,0.268228352,10442.219142490956,0.0,1.2,1644.2724500334996,1102.0,0.268228352,10442.219142490956,0.0,121.92,0.0
1103,22537.12802322848,21837.12802322848,0.136,484.3238216878802,5248814.88268306,700.0,772100.0,8708.263394763824,22470097.422345202,8223.939573075944,17221282.53966228,true,1103.0,1103,0.875,423.78334397689514,484.3238216878802,60.540477710985044,0.0,0.0,1103,21837.12802322848,0.0,423.78334397689514,423.78334397689514,2420578.618683095,700.0,772100.0,0.05944536656700456,1242257.829278295,361.47088859027974,420.62067042360354,0.0,0.0,55.46819221209528,1177892.2736736548,6.784817807953136,7.895060723187609,-423.78334397689514,-4592713.02234768,true,true,0.715275605,10442.934418095956,0.0,1.2,1644.2724500334996,1103.0,0.715275605,10442.934418095956,0.0,121.92,0.0
1104,22934.32382168788,22234.32382168788,0.1744,2140.270597720024,5250955.15328078,700.0,772800.0,16285.955262156102,22486383.377607357,14145.684664436078,17235428.224326715,true,1104.0,1104,0.875,1872.736773005021,2140.270597720024,267.533824715003,0.0,0.0,1104,22234.32382168788,0.0,1872.736773005021,1872.736773005021,2422451.3554561003,700.0,772800.0,0.784982539968339,1242258.6142608349,1708.771470288679,2129.3921407122825,0.0,0.0,131.10663605051838,1178023.3803097054,32.073684125855365,39.96874484904298,-1872.736773005021,-4594585.759120685,true,true,1.60937011,10444.543788205956,0.0,1.2,1644.2724500334996,1104.0,1.60937011,10444.543788205956,0.0,121.92,0.0
1105,24590.270597720024,23890.270597720024,0.265,6938.54249490702,5257893.695775687,700.0,773500.0,28824.68866002649,22515208.066267382,21886.14616511947,17257314.370491832,true,1105.0,1105,0.875,6071.2246830436425,6938.54249490702,867.3178118633778,0.0,0.0,1105,23890.270597720024,0.0,6071.2246830436425,6071.2246830436425,2428522.580139144,700.0,773500.0,6.462757543406617,1242265.0770183783,5693.1664915480615,7822.558632260344,0.0,0.0,264.7345535472779,1178288.1148632527,106.86088040489594,146.8296252539389,-6071.2246830436425,-4600656.983803729,true,true,3.084626045,10447.628414250956,0.0,1.2,1644.2724500334996,1105.0,3.084626045,10447.628414250956,0.0,121.92,0.0
1106,29388.542494907022,28688.542494907022,0.30500000000000005,10540.05830799897,5268433.754083686,700.0,774200.0,36852.65019016055,22552060.716457542,26312.59188216158,17283626.962373994,true,1106.0,1106,0.875,9222.551019499098,10540.05830799897,1317.5072884998717,0.0,0.0,1106,28688.542494907022,0.0,9222.551019499098,9222.551019499098,2437745.131158643,700.0,774200.0,26.946978757525688,1242292.023997136,8607.936289628213,16430.494921888556,0.0,0.0,426.09656717828443,1178714.211430431,161.57118393507622,308.40080918901515,-9222.551019499098,-4609879.534823228,true,true,4.470472529,10452.098886779955,0.0,1.2,1644.2724500334996,1106.0,4.470472529,10452.098886779955,0.0,121.92,0.0
1107,32990.058307998974,32290.058307998974,0.33,12945.293939730911,5281379.048023417,700.0,774900.0,41349.375574942154,22593410.092032485,28404.081635211245,17312031.044009205,true,1107.0,1107,0.875,11327.132197264547,12945.293939730911,1618.1617424663636,0.0,0.0,1107,32290.058307998974,0.0,11327.132197264547,11327.132197264547,2449072.2633559075,700.0,774900.0,66.16899022950872,1242358.1929873654,10489.227957004678,26919.722878893233,0.0,0.0,574.8521734652879,1179289.0636038964,196.8830765650735,505.28388575408866,-11327.132197264547,-4621206.667020492,true,true,5.722204837,10457.821091616956,0.0,1.2,1644.2724500334996,1107.0,5.722204837,10457.821091616956,0.0,121.92,0.0
1108,35395.29393973091,34695.29393973091,0.265,7047.307615104519,5288426.355638521,700.0,775600.0,29235.123075866108,22622645.21510835,22187.815460761587,17334218.859469965,true,1108.0,1108,0.875,6166.394163216454,7047.307615104519,880.9134518880646,0.0,0.0,1108,34695.29393973091,0.0,6166.394163216454,6166.394163216454,2455238.657519124,700.0,775600.0,107.46185876623812,1242465.6548461316,5284.047172124855,32203.770051018088,0.0,0.0,675.7034319917168,1179964.767035888,99.18170033364402,604.4655860877326,-6166.394163216454,-4627373.061183709,true,true,6.258661541,10464.079753157956,0.0,1.2,1644.2724500334996,1108.0,6.258661541,10464.079753157956,0.0,121.92,0.0
1109,29497.307615104517,28797.307615104517,0.196,3694.964757553177,5292121.320396074,700.0,776300.0,22423.289579352942,22645068.504687704,18728.324821799764,17352947.184291765,true,1109.0,1109,0.875,3233.09416285903,3694.964757553177,461.87059469414726,0.0,0.0,1109,28797.307615104517,0.0,3233.09416285903,3233.09416285903,2458471.751681983,700.0,776300.0,129.2363090572244,1242594.891155189,2341.3455217198293,34545.115572737915,0.0,0.0,718.5652168598092,1180683.3322527478,43.9471152221668,648.4127013098994,-3233.09416285903,-4630606.155346568,true,true,6.482185167,10470.561938324956,0.0,1.2,1644.2724500334996,1109.0,6.482185167,10470.561938324956,0.0,121.92,0.0
