veh.pt_type.ConventionalVehicle.fc.history.i,veh.pt_type.ConventionalVehicle.fc.history.pwr_out_max_watts,veh.pt_type.ConventionalVehicle.fc.history.pwr_prop_max_watts,veh.pt_type.ConventionalVehicle.fc.history.eff,veh.pt_type.ConventionalVehicle.fc.history.pwr_propulsion_watts,veh.pt_type.ConventionalVehicle.fc.history.energy_propulsion_joules,veh.pt_type.ConventionalVehicle.fc.history.pwr_aux_watts,veh.pt_type.ConventionalVehicle.fc.history.energy_aux_joules,veh.pt_type.ConventionalVehicle.fc.history.pwr_fuel_watts,veh.pt_type.ConventionalVehicle.fc.history.energy_fuel_joules,veh.pt_type.ConventionalVehicle.fc.history.pwr_loss_watts,veh.pt_type.ConventionalVehicle.fc.history.energy_loss_joules,veh.pt_type.ConventionalVehicle.fc.history.fc_on,veh.pt_type.ConventionalVehicle.fc.history.time_on_seconds,veh.pt_type.ConventionalVehicle.transmission.history.i,veh.pt_type.ConventionalVehicle.transmission.history.eff,veh.pt_type.ConventionalVehicle.transmission.history.pwr_out_watts,veh.pt_type.ConventionalVehicle.transmission.history.pwr_in_watts,veh.pt_type.ConventionalVehicle.transmission.history.pwr_loss_watts,veh.pt_type.ConventionalVehicle.transmission.history.energy_out_joules,veh.pt_type.ConventionalVehicle.transmission.history.energy_loss_joules,veh.history.i,veh.history.pwr_prop_fwd_max_watts,veh.history.pwr_prop_bwd_max_watts,veh.history.pwr_tractive_watts,veh.history.pwr_tractive_for_cyc_watts,veh.history.energy_tractive_joules,veh.history.pwr_aux_watts,veh.history.energy_aux_joules,veh.history.pwr_drag_watts,veh.history.energy_drag_joules,veh.history.pwr_accel_watts,veh.history.energy_accel_joules,veh.history.pwr_ascent_watts,veh.history.energy_ascent_joules,veh.history.pwr_rr_watts,veh.history.energy_rr_joules,veh.history.pwr_whl_inertia_watts,veh.history.energy_whl_inertia_joules,veh.history.pwr_brake_watts,veh.history.energy_brake_joules,veh.history.cyc_met,veh.history.cyc_met_overall,veh.history.speed_ach_meters_per_second,veh.history.dist_meters,veh.history.grade_curr,veh.history.air_density_kilograms_per_cubic_meter,veh.history.mass_kilograms,cyc.time_seconds,cyc.speed_meters_per_second,cyc.dist_meters,cyc.grade,cyc.elev_meters,cyc.pwr_max_chrg_watts
109,29015.978926560754,28315.978926560754,0.29250000000000004,9021.046358070365,474064.54607684235,700.0,76300.0,33234.34652331749,2158181.4546199073,24213.30016524712,1684116.908543064,true,109.0,109,0.875,7893.41556331157,9021.046358070365,1127.6307947587957,0.0,0.0,109,28315.978926560754,0.0,7893.41556331157,7893.41556331157,323189.31370462157,700.0,76300.0,1260.9615499481006,60644.95912060072,5003.085559050169,154855.7714983655,0.0,0.0,1535.4604106306106,104781.93630083682,93.90804368268951,2906.6467848185252,-7893.41556331157,-414806.4778172372,true,true,13.72435066,935.8040144650004,0.0,1.2,1644.2724500334996,109.0,13.72435066,935.8040144650004,0.0,121.92,0.0
110,31471.046358070365,30771.046358070365,0.29250000000000004,9217.674254553549,483282.2203313959,700.0,77000.0,33906.578648046314,2192088.0332679534,24688.904393492765,1708805.8129365568,true,110.0,110,0.875,8065.464972734355,9217.674254553549,1152.209281819194,0.0,0.0,110,30771.046358070365,0.0,8065.464972734355,8065.464972734355,331254.7786773559,700.0,77000.0,1324.1034374375272,61969.06255803825,5085.2382582594255,159941.00975662493,0.0,0.0,1560.673225093022,106342.60952592985,95.45005194438004,3002.0968367629052,-8065.464972734355,-422871.94278997154,true,true,13.94787429,949.7518887550003,0.0,1.2,1644.2724500334996,110.0,13.94787429,949.7518887550003,0.0,121.92,0.0
111,31667.67425455355,30967.67425455355,0.30500000000000005,10641.903423262918,493924.12375465885,700.0,77700.0,37186.56860086202,2229274.6018688153,26544.665177599098,1735350.4781141558,true,111.0,111,0.875,9311.665495355053,10641.903423262918,1330.237927907865,0.0,0.0,111,30967.67425455355,0.0,9311.665495355053,9311.665495355053,340566.44417271094,700.0,77700.0,1395.9556293758296,63365.018187414076,6210.72703958951,166151.73679621445,0.0,0.0,1588.4073212836674,107931.01684721351,116.57550510604513,3118.6723418689503,-9311.665495355053,-432183.60828532657,true,true,14.21610264,963.9679913950004,0.0,1.2,1644.2724500334996,111.0,14.21610264,963.9679913950004,0.0,121.92,0.0
112,33091.90342326292,32391.90342326292,0.28625,8414.020397318596,502338.14415197744,700.0,78400.0,31839.372567051865,2261113.9744358673,23425.35216973327,1758775.830283889,true,112.0,112,0.875,7362.267847653772,8414.020397318596,1051.752549664824,0.0,0.0,112,32391.90342326292,0.0,7362.267847653772,7362.267847653772,347928.7120203647,700.0,78400.0,1463.4904333883908,64828.508620802466,4206.206671894521,170357.94346810898,0.0,0.0,1613.620135746079,109544.6369829596,78.95060662478151,3197.6229484937317,-7362.267847653772,-439545.87613298034,true,true,14.39492154,978.3629129350004,0.0,1.2,1644.2724500334996,112.0,14.39492154,978.3629129350004,0.0,121.92,0.0
113,30864.020397318596,30164.020397318596,0.25,6053.087230867489,508391.2313828449,700.0,79100.0,27012.348923469955,2288126.323359337,20959.261692602468,1779735.0919764915,true,113.0,113,0.875,5296.451327009053,6053.087230867489,756.635903858436,0.0,0.0,113,30164.020397318596,0.0,5296.451327009053,5296.451327009053,353225.1633473738,700.0,79100.0,1505.0381887091826,66333.54680951165,2122.8199295977283,172480.7633977067,0.0,0.0,1628.7478244235263,111173.38480738312,39.84538427861551,3237.4683327723474,-5296.451327009053,-444842.3274599894,true,true,14.48433099,992.8472439250004,0.0,1.2,1644.2724500334996,113.0,14.48433099,992.8472439250004,0.0,121.92,0.0
114,28503.087230867488,27803.087230867488,0.15200000000000002,1109.85222772156,509501.08361056645,700.0,79800.0,11906.922550799734,2300033.245910137,10797.070323078175,1790532.1622995697,true,114.0,114,0.875,971.120699256365,1109.85222772156,138.73152846519497,0.0,0.0,114,27803.087230867488,0.0,971.120699256365,971.120699256365,354196.28404663014,700.0,79800.0,1505.0381887091826,67838.58499822083,-2122.8199295977283,170357.94346810898,0.0,0.0,1628.7478244235263,112802.13263180664,-39.84538427861551,3197.6229484937317,-971.120699256365,-445813.4481592458,true,true,14.39492154,1007.2421654650004,0.0,1.2,1644.2724500334996,114.0,14.39492154,1007.2421654650004,0.0,121.92,0.0
115,23559.85222772156,22859.85222772156,0.12,0.0,509501.08361056645,700.0,80500.0,5833.333333333334,2305866.5792434704,5833.333333333334,1796365.495632903,true,115.0,115,0.875,0.0,0.0,0.0,0.0,0.0,115,22859.85222772156,0.0,-2280.3371409842107,-2280.3371409842107,351915.94690564595,700.0,80500.0,1456.6410361310805,69295.22603435192,-5249.542976005601,165108.40049210336,0.0,0.0,1611.098854581831,114413.23148638847,-98.53405569152058,3099.088892802211,-0.0,-445813.4481592458,true,true,14.17139792,1021.4135633850004,0.0,1.2,1644.2724500334996,115.0,14.17139792,1021.4135633850004,0.0,121.92,0.0
116,22450.0,21750.0,0.12,0.0,509501.08361056645,700.0,81200.0,5833.333333333334,2311699.912576804,5833.333333333334,1802198.8289662362,true,116.0,116,0.875,0.0,0.0,0.0,0.0,0.0,116,21750.0,0.0,-28545.62746905566,-28545.62746905566,323370.3194365903,700.0,81200.0,1224.0577349410696,70519.28376929299,-30713.52429083001,134394.87620127335,0.0,0.0,1520.3327219531636,115933.56420834163,-576.4936351198833,2522.5952576823274,-0.0,-445813.4481592458,true,true,12.78555143,1034.1991148150005,0.0,1.2,1644.2724500334996,116.0,12.78555143,1034.1991148150005,0.0,121.92,0.0
117,22450.0,21750.0,0.12,0.0,509501.08361056645,700.0,81900.0,5833.333333333334,2317533.2459101374,5833.333333333334,1808032.1622995695,true,117.0,117,0.875,0.0,0.0,0.0,0.0,0.0,117,21750.0,0.0,-27540.292045142884,-27540.292045142884,295830.0273914474,700.0,81900.0,874.2109896093021,71393.49475890229,-29224.92122544256,105169.9549758308,0.0,0.0,1358.9707082657585,117292.53491660739,-548.5525175753874,1974.04274010694,-0.0,-445813.4481592458,true,true,11.3102955,1045.5094103150004,0.0,1.2,1644.2724500334996,117.0,11.3102955,1045.5094103150004,0.0,121.92,0.0
118,22450.0,21750.0,0.12,0.0,509501.08361056645,700.0,82600.0,5833.333333333334,2323366.579243471,5833.333333333334,1813865.4956329027,true,118.0,118,0.875,0.0,0.0,0.0,0.0,0.0,118,21750.0,0.0,-24344.385898323726,-24344.385898323726,271485.64149312366,700.0,82600.0,590.790343991441,71984.28510289373,-25646.359550655226,79523.59542517558,0.0,0.0,1192.5661319114654,118485.10104851885,-481.38282357140747,1492.6599165355326,-0.0,-445813.4481592458,true,true,9.835039564,1055.3444498790004,0.0,1.2,1644.2724500334996,118.0,9.835039564,1055.3444498790004,0.0,121.92,0.0
119,22450.0,21750.0,0.12,0.0,509501.08361056645,700.0,83300.0,5833.333333333334,2329199.9125768044,5833.333333333334,1819698.828966236,true,119.0,119,0.875,0.0,0.0,0.0,0.0,0.0,119,21750.0,0.0,-21079.46353927504,-21079.46353927504,250406.17795384862,700.0,83300.0,376.38576837612885,72360.67087126986,-22067.79773598453,57455.797689191044,0.0,0.0,1026.1615552751796,119511.26260379402,-414.21312694181347,1078.4467895937191,-0.0,-445813.4481592458,true,true,8.359783629,1063.7042335080005,0.0,1.2,1644.2724500334996,119.0,8.359783629,1063.7042335080005,0.0,121.92,0.0
120,22450.0,21750.0,0.12,0.0,509501.08361056645,700.0,84000.0,5833.333333333334,2335033.245910138,5833.333333333334,1825532.1622995692,true,120.0,120,0.875,0.0,0.0,0.0,0.0,0.0,120,21750.0,0.0,-17755.155266277303,-17755.155266277303,232651.0226875713,700.0,84000.0,221.36711401084736,72582.03798528071,-18489.23592859103,38966.561760600016,0.0,0.0,859.7569787516909,120371.0195825457,-347.0434304488127,731.4033591449064,-0.0,-445813.4481592458,true,true,6.884527695,1070.5887612030006,0.0,1.2,1644.2724500334996,120.0,6.884527695,1070.5887612030006,0.0,121.92,0.0
121,22450.0,21750.0,0.12,0.0,509501.08361056645,700.0,84700.0,5833.333333333334,2340866.5792434714,5833.333333333334,1831365.4956329025,true,121.0,121,0.875,0.0,0.0,0.0,0.0,0.0,121,21750.0,0.0,-14381.0912470977,-14381.0912470977,218269.9314404736,700.0,84700.0,116.1042313636879,72698.1422166444,-14910.674146263293,24055.887614336723,0.0,0.0,693.352402228202,121064.37198477391,-279.87373442629723,451.52962471860917,-0.0,-445813.4481592458,true,true,5.40927176,1075.9980329630005,0.0,1.2,1644.2724500334996,121.0,5.40927176,1075.9980329630005,0.0,121.92,0.0
122,22450.0,21750.0,0.12,0.0,509501.08361056645,700.0,85400.0,5833.333333333334,2346699.912576805,5833.333333333334,1837198.8289662357,true,122.0,122,0.875,0.0,0.0,0.0,0.0,0.0,122,21750.0,0.0,-10966.901591633265,-10966.901591633265,207303.02984884032,700.0,85400.0,50.96697105401443,72749.10918769841,-11332.11235018982,12723.775264146903,0.0,0.0,526.9478256483147,121591.31981042222,-212.70403814577358,238.8255865728356,-0.0,-445813.4481592458,true,true,3.934015825,1079.9320487880004,0.0,1.2,1644.2724500334996,122.0,3.934015825,1079.9320487880004,0.0,121.92,0.0
123,22450.0,21750.0,0.12,0.0,509501.08361056645,700.0,86100.0,5833.333333333334,2352533.2459101384,5833.333333333334,1843032.162299569,true,123.0,123,0.875,0.0,0.0,0.0,0.0,0.0,123,21750.0,0.0,-7522.216458979014,-7522.216458979014,199780.81338986132,700.0,86100.0,16.325183758988782,72765.4343714574,-7753.5505500734635,4970.22471407344,0.0,0.0,360.54324912482593,121951.86305954705,-145.534341789365,93.2912447834706,-0.0,-445813.4481592458,true,true,2.458759891,1082.3908086790004,0.0,1.2,1644.2724500334996,123.0,2.458759891,1082.3908086790004,0.0,121.92,0.0
124,22450.0,21750.0,0.12,0.0,509501.08361056645,700.0,86800.0,5833.333333333334,2358366.579243472,5833.333333333334,1848865.4956329023,true,124.0,124,0.875,0.0,0.0,0.0,0.0,0.0,124,21750.0,0.0,-4056.666013411492,-4056.666013411492,195724.14737644984,700.0,86800.0,2.548720086007173,72767.98309154341,-4174.988760468579,795.2359536048607,0.0,0.0,194.13867260133713,122146.00173214839,-78.36464563025704,14.926599153213559,-0.0,-445813.4481592458,true,true,0.983503956,1083.3743126350005,0.0,1.2,1644.2724500334996,124.0,0.983503956,1083.3743126350005,0.0,121.92,0.0
125,22450.0,21750.0,0.12,0.0,509501.08361056645,700.0,87500.0,5833.333333333334,2364199.9125768053,5833.333333333334,1854698.8289662355,true,125.0,125,0.875,0.0,0.0,0.0,0.0,0.0,125,21750.0,0.0,-754.634915236028,-754.634915236028,194969.5124612138,700.0,87500.0,0.05944536638567728,72768.0425369098,-795.2359536048966,-3.5925040720030665e-11,0.0,0.0,55.46819215569674,122201.46992430408,-14.926599153213761,-2.0250467969162855e-13,-0.0,-445813.4481592458,true,true,0.0,1083.3743126350005,0.0,1.2,1644.2724500334996,125.0,0.0,1083.3743126350005,0.0,121.92,0.0
126,22450.0,21750.0,0.12,0.0,509501.08361056645,700.0,88200.0,5833.333333333334,2370033.245910139,5833.333333333334,1860532.1622995688,true,126.0,126,0.875,0.0,0.0,0.0,0.0,0.0,126,21750.0,0.0,0.0,0.0,194969.5124612138,700.0,88200.0,0.0,72768.0425369098,0.0,-3.5925040720030665e-11,0.0,0.0,0.0,122201.46992430408,0.0,-2.0250467969162855e-13,-0.0,-445813.4481592458,true,true,0.0,1083.3743126350005,0.0,1.2,1644.2724500334996,126.0,0.0,1083.3743126350005,0.0,121.92,0.0
127,22450.0,21750.0,0.12,0.0,509501.08361056645,700.0,88900.0,5833.333333333334,2375866.5792434723,5833.333333333334,1866365.495632902,true,127.0,127,0.875,0.0,0.0,0.0,0.0,0.0,127,21750.0,0.0,0.0,0.0,194969.5124612138,700.0,88900.0,0.0,72768.0425369098,0.0,-3.5925040720030665e-11,0.0,0.0,0.0,122201.46992430408,0.0,-2.0250467969162855e-13,-0.0,-445813.4481592458,true,true,0.0,1083.3743126350005,0.0,1.2,1644.2724500334996,127.0,0.0,1083.3743126350005,0.0,121.92,0.0
128,22450.0,21750.0,0.12,0.0,509501.08361056645,700.0,89600.0,5833.333333333334,2381699.912576806,5833.333333333334,1872198.8289662353,true,128.0,128,0.875,0.0,0.0,0.0,0.0,0.0,128,21750.0,0.0,0.0,0.0,194969.5124612138,700.0,89600.0,0.0,72768.0425369098,0.0,-3.5925040720030665e-11,0.0,0.0,0.0,122201.46992430408,0.0,-2.0250467969162855e-13,-0.0,-445813.4481592458,true,true,0.0,1083.3743126350005,0.0,1.2,1644.2724500334996,128.0,0.0,1083.3743126350005,0.0,121.92,0.0
129,22450.0,21750.0,0.12,0.0,509501.08361056645,700.0,90300.0,5833.333333333334,2387533.2459101393,5833.333333333334,1878032.1622995685,true,129.0,129,0.875,0.0,0.0,0.0,0.0,0.0,129,21750.0,0.0,0.0,0.0,194969.5124612138,700.0,90300.0,0.0,72768.0425369098,0.0,-3.5925040720030665e-11,0.0,0.0,0.0,122201.46992430408,0.0,-2.0250467969162855e-13,-0.0,-445813.4481592458,true,true,0.0,1083.3743126350005,0.0,1.2,1644.2724500334996,129.0,0.0,1083.3743126350005,0.0,121.92,0.0
130,22450.0,21750.0,0.12,0.0,509501.08361056645,700.0,91000.0,5833.333333333334,2393366.579243473,5833.333333333334,1883865.4956329018,true,130.0,130,0.875,0.0,0.0,0.0,0.0,0.0,130,21750.0,0.0,0.0,0.0,194969.5124612138,700.0,91000.0,0.0,72768.0425369098,0.0,-3.5925040720030665e-11,0.0,0.0,0.0,122201.46992430408,0.0,-2.0250467969162855e-13,-0.0,-445813.4481592458,true,true,0.0,1083.3743126350005,0.0,1.2,1644.2724500334996,130.0,0.0,1083.3743126350005,0.0,121.92,0.0
131,22450.0,21750.0,0.12,0.0,509501.08361056645,700.0,91700.0,5833.333333333334,2399199.9125768063,5833.333333333334,1889698.828966235,true,131.0,131,0.875,0.0,0.0,0.0,0.0,0.0,131,21750.0,0.0,0.0,0.0,194969.5124612138,700.0,91700.0,0.0,72768.0425369098,0.0,-3.5925040720030665e-11,0.0,0.0,0.0,122201.46992430408,0.0,-2.0250467969162855e-13,-0.0,-445813.4481592458,true,true,0.0,1083.3743126350005,0.0,1.2,1644.2724500334996,131.0,0.0,1083.3743126350005,0.0,121.92,0.0
132,22450.0,21750.0,0.12,0.0,509501.08361056645,700.0,92400.0,5833.333333333334,2405033.2459101398,5833.333333333334,1895532.1622995683,true,132.0,132,0.875,0.0,0.0,0.0,0.0,0.0,132,21750.0,0.0,0.0,0.0,194969.5124612138,700.0,92400.0,0.0,72768.0425369098,0.0,-3.5925040720030665e-11,0.0,0.0,0.0,122201.46992430408,0.0,-2.0250467969162855e-13,-0.0,-445813.4481592458,true,true,0.0,1083.3743126350005,0.0,1.2,1644.2724500334996,132.0,0.0,1083.3743126350005,0.0,121.92,0.0
133,22450.0,21750.0,0.12,0.0,509501.08361056645,700.0,93100.0,5833.333333333334,2410866.5792434732,5833.333333333334,1901365.4956329016,true,133.0,133,0.875,0.0,0.0,0.0,0.0,0.0,133,21750.0,0.0,0.0,0.0,194969.5124612138,700.0,93100.0,0.0,72768.0425369098,0.0,-3.5925040720030665e-11,0.0,0.0,0.0,122201.46992430408,0.0,-2.0250467969162855e-13,-0.0,-445813.4481592458,true,true,0.0,1083.3743126350005,0.0,1.2,1644.2724500334996,133.0,0.0,1083.3743126350005,0.0,121.92,0.0
134,22450.0,21750.0,0.12,0.0,509501.08361056645,700.0,93800.0,5833.333333333334,2416699.9125768067,5833.333333333334,1907198.8289662348,true,134.0,134,0.875,0.0,0.0,0.0,0.0,0.0,134,21750.0,0.0,0.0,0.0,194969.5124612138,700.0,93800.0,0.0,72768.0425369098,0.0,-3.5925040720030665e-11,0.0,0.0,0.0,122201.46992430408,0.0,-2.0250467969162855e-13,-0.0,-445813.4481592458,true,true,0.0,1083.3743126350005,0.0,1.2,1644.2724500334996,134.0,0.0,1083.3743126350005,0.0,121.92,0.0
135,22450.0,21750.0,0.12,0.0,509501.08361056645,700.0,94500.0,5833.333333333334,2422533.24591014,5833.333333333334,1913032.162299568,true,135.0,135,0.875,0.0,0.0,0.0,0.0,0.0,135,21750.0,0.0,0.0,0.0,194969.5124612138,700.0,94500.0,0.0,72768.0425369098,0.0,-3.5925040720030665e-11,0.0,0.0,0.0,122201.46992430408,0.0,-2.0250467969162855e-13,-0.0,-445813.4481592458,true,true,0.0,1083.3743126350005,0.0,1.2,1644.2724500334996,135.0,0.0,1083.3743126350005,0.0,121.92,0.0
136,22450.0,21750.0,0.12,0.0,509501.08361056645,700.0,95200.0,5833.333333333334,2428366.5792434737,5833.333333333334,1918865.4956329013,true,136.0,136,0.875,0.0,0.0,0.0,0.0,0.0,136,21750.0,0.0,0.0,0.0,194969.5124612138,700.0,95200.0,0.0,72768.0425369098,0.0,-3.5925040720030665e-11,0.0,0.0,0.0,122201.46992430408,0.0,-2.0250467969162855e-13,-0.0,-445813.4481592458,true,true,0.0,1083.3743126350005,0.0,1.2,1644.2724500334996,136.0,0.0,1083.3743126350005,0.0,121.92,0.0
137,22450.0,21750.0,0.12,0.0,509501.08361056645,700.0,95900.0,5833.333333333334,2434199.912576807,5833.333333333334,1924698.8289662346,true,137.0,137,0.875,0.0,0.0,0.0,0.0,0.0,137,21750.0,0.0,0.0,0.0,194969.5124612138,700.0,95900.0,0.0,72768.0425369098,0.0,-3.5925040720030665e-11,0.0,0.0,0.0,122201.46992430408,0.0,-2.0250467969162855e-13,-0.0,-445813.4481592458,true,true,0.0,1083.3743126350005,0.0,1.2,1644.2724500334996,137.0,0.0,1083.3743126350005,0.0,121.92,0.0
138,22450.0,21750.0,0.12,0.0,509501.08361056645,700.0,96600.0,5833.333333333334,2440033.2459101407,5833.333333333334,1930532.1622995678,true,138.0,138,0.875,0.0,0.0,0.0,0.0,0.0,138,21750.0,0.0,0.0,0.0,194969.5124612138,700.0,96600.0,0.0,72768.0425369098,0.0,-3.5925040720030665e-11,0.0,0.0,0.0,122201.46992430408,0.0,-2.0250467969162855e-13,-0.0,-445813.4481592458,true,true,0.0,1083.3743126350005,0.0,1.2,1644.2724500334996,138.0,0.0,1083.3743126350005,0.0,121.92,0.0
139,22450.0,21750.0,0.12,0.0,509501.08361056645,700.0,97300.0,5833.333333333334,2445866.579243474,5833.333333333334,1936365.495632901,true,139.0,139,0.875,0.0,0.0,0.0,0.0,0.0,139,21750.0,0.0,0.0,0.0,194969.5124612138,700.0,97300.0,0.0,72768.0425369098,0.0,-3.5925040720030665e-11,0.0,0.0,0.0,122201.46992430408,0.0,-2.0250467969162855e-13,-0.0,-445813.4481592458,true,true,0.0,1083.3743126350005,0.0,1.2,1644.2724500334996,139.0,0.0,1083.3743126350005,0.0,121.92,0.0
140,22450.0,21750.0,0.12,0.0,509501.08361056645,700.0,98000.0,5833.333333333334,2451699.9125768077,5833.333333333334,1942198.8289662343,true,140.0,140,0.875,0.0,0.0,0.0,0.0,0.0,140,21750.0,0.0,0.0,0.0,194969.5124612138,700.0,98000.0,0.0,72768.0425369098,0.0,-3.5925040720030665e-11,0.0,0.0,0.0,122201.46992430408,0.0,-2.0250467969162855e-13,-0.0,-445813.4481592458,true,true,0.0,1083.3743126350005,0.0,1.2,1644.2724500334996,140.0,0.0,1083.3743126350005,0.0,121.92,0.0
141,22450.0,21750.0,0.12,0.0,509501.08361056645,700.0,98700.0,5833.333333333334,2457533.245910141,5833.333333333334,1948032.1622995676,true,141.0,141,0.875,0.0,0.0,0.0,0.0,0.0,141,21750.0,0.0,0.0,0.0,194969.5124612138,700.0,98700.0,0.0,72768.0425369098,0.0,-3.5925040720030665e-11,0.0,0.0,0.0,122201.46992430408,0.0,-2.0250467969162855e-13,-0.0,-445813.4481592458,true,true,0.0,1083.3743126350005,0.0,1.2,1644.2724500334996,141.0,0.0,1083.3743126350005,0.0,121.92,0.0
142,22450.0,21750.0,0.12,0.0,509501.08361056645,700.0,99400.0,5833.333333333334,2463366.5792434746,5833.333333333334,1953865.4956329009,true,142.0,142,0.875,0.0,0.0,0.0,0.0,0.0,142,21750.0,0.0,0.0,0.0,194969.5124612138,700.0,99400.0,0.0,72768.0425369098,0.0,-3.5925040720030665e-11,0.0,0.0,0.0,122201.46992430408,0.0,-2.0250467969162855e-13,-0.0,-445813.4481592458,true,true,0.0,1083.3743126350005,0.0,1.2,1644.2724500334996,142.0,0.0,1083.3743126350005,0.0,121.92,0.0
143,22450.0,21750.0,0.12,0.0,509501.08361056645,700.0,100100.0,5833.333333333334,2469199.912576808,5833.333333333334,1959698.828966234,true,143.0,143,0.875,0.0,0.0,0.0,0.0,0.0,143,21750.0,0.0,0.0,0.0,194969.5124612138,700.0,100100.0,0.0,72768.0425369098,0.0,-3.5925040720030665e-11,0.0,0.0,0.0,122201.46992430408,0.0,-2.0250467969162855e-13,-0.0,-445813.4481592458,true,true,0.0,1083.3743126350005,0.0,1.2,1644.2724500334996,143.0,0.0,1083.3743126350005,0.0,121.92,0.0
144,22450.0,21750.0,0.12,0.0,509501.08361056645,700.0,100800.0,5833.333333333334,2475033.2459101416,5833.333333333334,1965532.1622995674,true,144.0,144,0.875,0.0,0.0,0.0,0.0,0.0,144,21750.0,0.0,0.0,0.0,194969.5124612138,700.0,100800.0,0.0,72768.0425369098,0.0,-3.5925040720030665e-11,0.0,0.0,0.0,122201.46992430408,0.0,-2.0250467969162855e-13,-0.0,-445813.4481592458,true,true,0.0,1083.3743126350005,0.0,1.2,1644.2724500334996,144.0,0.0,1083.3743126350005,0.0,121.92,0.0
145,22450.0,21750.0,0.12,0.0,509501.08361056645,700.0,101500.0,5833.333333333334,2480866.579243475,5833.333333333334,1971365.4956329006,true,145.0,145,0.875,0.0,0.0,0.0,0.0,0.0,145,21750.0,0.0,0.0,0.0,194969.5124612138,700.0,101500.0,0.0,72768.0425369098,0.0,-3.5925040720030665e-11,0.0,0.0,0.0,122201.46992430408,0.0,-2.0250467969162855e-13,-0.0,-445813.4481592458,true,true,0.0,1083.3743126350005,0.0,1.2,1644.2724500334996,145.0,0.0,1083.3743126350005,0.0,121.92,0.0
146,22450.0,21750.0,0.12,0.0,509501.08361056645,700.0,102200.0,5833.333333333334,2486699.9125768086,5833.333333333334,1977198.8289662339,true,146.0,146,0.875,0.0,0.0,0.0,0.0,0.0,146,21750.0,0.0,0.0,0.0,194969.5124612138,700.0,102200.0,0.0,72768.0425369098,0.0,-3.5925040720030665e-11,0.0,0.0,0.0,122201.46992430408,0.0,-2.0250467969162855e-13,-0.0,-445813.4481592458,true,true,0.0,1083.3743126350005,0.0,1.2,1644.2724500334996,146.0,0.0,1083.3743126350005,0.0,121.92,0.0
147,22450.0,21750.0,0.12,0.0,509501.08361056645,700.0,102900.0,5833.333333333334,2492533.245910142,5833.333333333334,1983032.1622995671,true,147.0,147,0.875,0.0,0.0,0.0,0.0,0.0,147,21750.0,0.0,0.0,0.0,194969.5124612138,700.0,102900.0,0.0,72768.0425369098,0.0,-3.5925040720030665e-11,0.0,0.0,0.0,122201.46992430408,0.0,-2.0250467969162855e-13,-0.0,-445813.4481592458,true,true,0.0,1083.3743126350005,0.0,1.2,1644.2724500334996,147.0,0.0,1083.3743126350005,0.0,121.92,0.0
148,22450.0,21750.0,0.12,0.0,509501.08361056645,700.0,103600.0,5833.333333333334,2498366.5792434756,5833.333333333334,1988865.4956329004,true,148.0,148,0.875,0.0,0.0,0.0,0.0,0.0,148,21750.0,0.0,0.0,0.0,194969.5124612138,700.0,103600.0,0.0,72768.0425369098,0.0,-3.5925040720030665e-11,0.0,0.0,0.0,122201.46992430408,0.0,-2.0250467969162855e-13,-0.0,-445813.4481592458,true,true,0.0,1083.3743126350005,0.0,1.2,1644.2724500334996,148.0,0.0,1083.3743126350005,0.0,121.92,0.0
149,22450.0,21750.0,0.12,0.0,509501.08361056645,700.0,104300.0,5833.333333333334,2504199.912576809,5833.333333333334,1994698.8289662336,true,149.0,149,0.875,0.0,0.0,0.0,0.0,0.0,149,21750.0,0.0,0.0,0.0,194969.5124612138,700.0,104300.0,0.0,72768.0425369098,0.0,-3.5925040720030665e-11,0.0,0.0,0.0,122201.46992430408,0.0,-2.0250467969162855e-13,-0.0,-445813.4481592458,true,true,0.0,1083.3743126350005,0.0,1.2,1644.2724500334996,149.0,0.0,1083.3743126350005,0.0,121.92,0.0
150,22450.0,21750.0,0.12,0.0,509501.08361056645,700.0,105000.0,5833.333333333334,2510033.2459101425,5833.333333333334,2000532.162299567,true,150.0,150,0.875,0.0,0.0,0.0,0.0,0.0,150,21750.0,0.0,0.0,0.0,194969.5124612138,700.0,105000.0,0.0,72768.0425369098,0.0,-3.5925040720030665e-11,0.0,0.0,0.0,122201.46992430408,0.0,-2.0250467969162855e-13,-0.0,-445813.4481592458,true,true,0.0,1083.3743126350005,0.0,1.2,1644.2724500334996,150.0,0.0,1083.3743126350005,0.0,121.92,0.0
151,22450.0,21750.0,0.12,0.0,509501.08361056645,700.0,105700.0,5833.333333333334,2515866.579243476,5833.333333333334,2006365.4956329002,true,151.0,151,0.875,0.0,0.0,0.0,0.0,0.0,151,21750.0,0.0,0.0,0.0,194969.5124612138,700.0,105700.0,0.0,72768.0425369098,0.0,-3.5925040720030665e-11,0.0,0.0,0.0,122201.46992430408,0.0,-2.0250467969162855e-13,-0.0,-445813.4481592458,true,true,0.0,1083.3743126350005,0.0,1.2,1644.2724500334996,151.0,0.0,1083.3743126350005,0.0,121.92,0.0
